;Gender;Current_Annual_Salary;Department_Name;Division;Assignment_Category;Employee_Position_Title;Year_First_Hired
4408;M; 46.318,99 ;Department of Liquor Control;Customer Service;Fulltime-Regular;Alcohol Beverage Purchasing Specialist;2012
4409;F; 140.794,00 ;"b""County Attorney\\s Office""";Insurance Defense Litigation;Fulltime-Regular;Assistant County Attorney III;2002
4410;F; 72.333,69 ;Department of Police;ISB Criminal Investigations Division Forensic Services Section;Fulltime-Regular;Forensics Specialist II;2002
4411;F; 51.289,57 ;Department of Transportation;Transit Safety and Instruction;Fulltime-Regular;Safety and Training Instructor;2007
4412;M; 69.368,62 ;Department of Transportation;Transit Silver Spring Ride On;Fulltime-Regular;Transit Services Supervisor;2005
4413;M; 80.829,00 ;Department of Police;PSB 2nd District Patrol;Fulltime-Regular;Police Officer III;2003
4414;M; 107.846,65 ;Community Engagement Cluster;Community Engagement Cluster;Fulltime-Regular;Community Outreach Manager;2012
4415;F; 76.321,49 ;Department of Public Libraries;Marilyn J Praisner Library;Fulltime-Regular;Library Assistant Supervisor;1989
4416;F; 210.132,65 ;Offices of the County Executive;"b""Chief Administrative Officer\\s Office""";Fulltime-Regular;Manager I;2004
4417;F; 60.178,88 ;Department of Police;MSB Information Mgmt and Tech Division Records Management Section;Fulltime-Regular;Office Services Coordinator;2002
4418;F; 60.997,41 ;Department of Health and Human Services;Adult Public Guardianship;Parttime-Regular;Social Worker III;2007
4419;M; 128.519,00 ;County Council;Council Members and Staff;Fulltime-Regular;Council Member;2014
4420;M; 120.967,00 ;Fire and Rescue Services;Operations Division;Fulltime-Regular;Fire/Rescue Captain;1997
4421;F; 135.392,00 ;Department of Health and Human Services;Medical Assistance Eligibility Services;Fulltime-Regular;Manager III;2008
4422;F; 89.471,88 ;Department of Health and Human Services;Child Welfare Services;Fulltime-Regular;Social Worker IV;2009
4423;M; 118.400,00 ;Department of General Services;Building Design and Construction;Fulltime-Regular;Capital Projects Manager;2009
4424;M; 107.128,71 ;Department of Police;PSB 4th District Patrol;Fulltime-Regular;Police Sergeant;1994
4425;F; 117.226,13 ;Department of Technology Services;Media Services;Fulltime-Regular;Manager III;1987
4426;M; 101.000,00 ;Department of Technology Services;EASD Web and Mobile Applications;Fulltime-Regular;Senior Information Technology Specialist;2016
4427;M; 90.205,00 ;Fire and Rescue Services;Third Battalion - Administration;Fulltime-Regular;Fire/Rescue Lieutenant;2004
4428;M; 72.000,00 ;Department of Permitting Services;Site Plan Enforcement;Fulltime-Regular;Permitting and Code Enforcement Inspector III;2016
4429;M; 74.424,00 ;"b""Sheriff\\s Office""";Court and Transport;Fulltime-Regular;Deputy Sheriff III;2000
4430;M; 100.849,36 ;Correction and Rehabilitation;PRRS Reentry Services and Programs;Fulltime-Regular;Correctional Specialist III;1989
4431;M; 50.910,00 ;Fire and Rescue Services;Station 24;Fulltime-Regular;Firefighter/Rescuer III;2014
4432;M; 75.277,02 ;Department of Transportation;Highway Services;Fulltime-Regular;Work Force Leader II;1988
4433;M; 73.108,08 ;Department of Technology Services;ETSD Telephone Services;Fulltime-Regular;Telecommunications Technician;2013
4434;M; 108.112,90 ;Department of Public Libraries;Technology Management;Fulltime-Regular;Manager III;1998
4435;M; 83.497,98 ;Department of General Services;Fleet Management Administration;Fulltime-Regular;Senior Mechanic Technician;1982
4436;F; 22.426,41 ;Department of Public Libraries;Damascus Library;Parttime-Regular;Library Assistant I;1995
4437;F; 68.115,54 ;Department of Health and Human Services;Child Welfare Services;Fulltime-Regular;Social Worker III;2012
4438;M; 88.859,28 ;Department of General Services;Fleet Automotive Heavy Equipment;Fulltime-Regular;Equipment Maintenance Crew Chief;2000
4439;M; 45.261,00 ;Fire and Rescue Services;Recruit Training;Fulltime-Regular;Firefighter/Rescuer III;2016
4440;F; 72.442,20 ;Board of Appeals Department;Board of Appeals Division;Fulltime-Regular;Administrative Specialist II;1999
4441;F; 38.085,00 ;Department of Health and Human Services;School Health Services;Parttime-Regular;School Health Room Technician I;2011
4442;M; 74.815,00 ;Fire and Rescue Services;Field Operations Administration;Fulltime-Regular;Master Firefighter/Rescuer;2006
4443;M; 41.781,91 ;Department of Transportation;Highway Services;Fulltime-Regular;Equipment Operator I;2012
4444;F; 16.049,00 ;Department of Police;FSB Traffic Division School Safety Section;Parttime-Regular;Crossing Guard;2016
4445;F; 41.220,18 ;Department of Police;MSB Communications Division;Fulltime-Regular;Public Safety Communications Specialist III;2016
4446;F; 64.872,71 ;Department of Health and Human Services;Child Welfare Services;Fulltime-Regular;Social Worker II;2008
4447;M; 61.339,00 ;Fire and Rescue Services;Station 25;Fulltime-Regular;Firefighter/Rescuer III;2010
4448;F; 148.272,95 ;Department of Health and Human Services;Montgomery Cares;Fulltime-Regular;Manager II;1990
4449;M; 76.716,00 ;Fire and Rescue Services;Station 6;Fulltime-Regular;Firefighter/Rescuer III;2006
4450;F; 68.115,54 ;Department of Health and Human Services;Child Welfare Services;Fulltime-Regular;Social Worker III;2012
4451;F; 89.397,77 ;Department of Health and Human Services;Montgomery Cares - Homeless;Fulltime-Regular;Program Manager II;2005
4452;M; 94.099,00 ;Department of Police;PSB 1st District Patrol;Fulltime-Regular;Master Police Officer;1996
4453;F; 54.507,65 ;Department of Health and Human Services;Child Welfare Services;Fulltime-Regular;Principal Administrative Aide;2004
4454;M; 50.343,91 ;Department of Transportation;Highway Services;Fulltime-Regular;Public Service Craftsworker;2006
4455;M; 114.419,25 ;Department of Permitting Services;Team 1 Residential Plan Review;Fulltime-Regular;Manager III;2014
4456;M; 51.958,37 ;Department of Police;FSB Animal Services Division;Fulltime-Regular;Code Enforcement Inspector III;2013
4457;M; 92.756,70 ;Department of Police;FSB Special Operations Division Canine Section;Fulltime-Regular;Police Officer III;1988
4458;M; 62.620,00 ;Department of Police;PSB 3rd District Patrol;Fulltime-Regular;Police Officer III;2013
4459;F; 97.912,00 ;Department of Health and Human Services;School Health Services;Fulltime-Regular;Community Health Nurse II;1999
4460;F; 60.201,44 ;Department of Public Libraries;Rockville Library;Fulltime-Regular;Library Assistant I;1996
4461;M; 50.910,00 ;Fire and Rescue Services;Station 12;Fulltime-Regular;Firefighter/Rescuer III;2014
4462;M; 56.580,00 ;"b""Sheriff\\s Office""";Sheriff Domestic Violence;Fulltime-Regular;Deputy Sheriff III;2013
4463;M; 121.952,00 ;Department of Transportation;Transportation Planning and Design Section;Fulltime-Regular;Capital Projects Manager;1977
4464;F; 69.349,08 ;Department of Health and Human Services;Infants and Toddlers;Fulltime-Regular;Administrative Specialist I;2001
4465;M; 100.342,90 ;Department of Transportation;Transit COS Marketing;Fulltime-Regular;Program Manager II;2013
4466;M; 50.910,00 ;Fire and Rescue Services;Station 23;Fulltime-Regular;Firefighter/Rescuer III;2014
4467;M; 81.066,00 ;Department of Transportation;Transportation Technical Center;Fulltime-Regular;Transportation Systems Technician III;2001
4468;M; 114.087,02 ;Fire and Rescue Services;Field Operations Administration;Fulltime-Regular;Fire/Rescue Captain;1992
4469;M; 97.392,47 ;Department of Police;PSB 5th District Patrol;Fulltime-Regular;Master Police Officer;1994
4470;F; 78.096,00 ;Department of Police;ISB Criminal Investigations Division 6th District Investigative Section;Fulltime-Regular;Police Officer III;2004
4471;F; 98.490,39 ;Department of Health and Human Services;Child Welfare Services;Fulltime-Regular;Social Worker IV;2002
4472;M; 57.265,00 ;Fire and Rescue Services;Station 8;Fulltime-Regular;Firefighter/Rescuer III;2011
4473;M; 170.754,00 ;Department of Health and Human Services;Chief, Aging and Disability Services;Fulltime-Regular;Chief Aging and Disability Services;1989
4474;F; 48.956,00 ;Department of Health and Human Services;24 Hours Crisis Center;Parttime-Regular;Therapist II;2000
4475;F; 18.193,45 ;Department of Public Libraries;Collection Development;Parttime-Regular;Library Aide;2009
4476;M; 93.396,00 ;Department of Technology Services;Media Services;Fulltime-Regular;Audiovisual Production Specialist;2012
4477;M; 56.478,00 ;Department of Police;PSB 3rd District Patrol;Fulltime-Regular;Police Officer III;2014
4478;M; 17.793,77 ;Department of Police;FSB Traffic Division School Safety Section;Parttime-Regular;Crossing Guard;2013
4479;M; 80.784,00 ;Fire and Rescue Services;Station 40;Fulltime-Regular;Firefighter/Rescuer III;2000
4480;M; 98.024,98 ;Department of Transportation;Traffic Engineering Studies Section;Fulltime-Regular;Engineer III;2004
4481;F; 29.224,00 ;Department of Public Libraries;Rockville Library;Parttime-Regular;Library Assistant I;1998
4482;M; 50.910,00 ;Fire and Rescue Services;Station 28;Fulltime-Regular;Firefighter/Rescuer III;2014
4483;F; 85.901,02 ;Department of Health and Human Services;Behavioral Health Planning and Management;Fulltime-Regular;Therapist II;2012
4484;M; 37.934,39 ;Community Engagement Cluster;Silver Spring Urban District;Fulltime-Regular;Public Service Worker II;2007
4485;M; 53.788,00 ;Department of Police;PSB 3rd District Patrol;Fulltime-Regular;Police Officer III;2014
4486;M; 70.884,00 ;Fire and Rescue Services;Station 28;Fulltime-Regular;Firefighter/Rescuer III;2008
4487;M; 52.693,00 ;Fire and Rescue Services;Station 8;Fulltime-Regular;Firefighter/Rescuer III;2013
4488;M; 72.677,03 ;Department of Environmental Protection;Environmental Planning and Policy Implementation;Fulltime-Regular;Program Manager I;2015
4489;M; 72.902,00 ;Department of Police;PSB 1st District Patrol;Fulltime-Regular;Police Officer III;2006
4490;M; 63.493,00 ;Fire and Rescue Services;Station 6;Fulltime-Regular;Firefighter/Rescuer III;2008
4491;M; 41.220,18 ;Department of Police;MSB Communications Division;Fulltime-Regular;Public Safety Communications Specialist III;2016
4492;M; 56.478,00 ;Department of Police;PSB 5th District Patrol;Fulltime-Regular;Police Officer III;2014
4493;F; 84.813,60 ;Department of Recreation;Finance/Payroll/Budget;Fulltime-Regular;Management and Budget Specialist III;2013
4494;M; 60.714,58 ;Department of Transportation;Transit Silver Spring Ride On;Fulltime-Regular;Bus Operator;1999
4495;M; 97.755,00 ;Fire and Rescue Services;Fifth Battalion - Administration;Fulltime-Regular;Fire/Rescue Lieutenant;2001
4496;M; 92.460,00 ;Department of Health and Human Services;24 Hours Crisis Center;Parttime-Regular;Medical Doctor III - Psychiatrist;2016
4497;M; 60.201,44 ;Department of Public Libraries;Silver Spring Library;Fulltime-Regular;Library Assistant I;1993
4498;M; 73.856,98 ;Department of Transportation;Transit Special Transportation and Medicaid;Fulltime-Regular;Program Manager I;2007
4499;F; 84.974,00 ;Department of Health and Human Services;"b""Director\\s Office""";Fulltime-Regular;Administrative Specialist II;2001
4500;M; 97.912,00 ;Department of Permitting Services;Team 3 Commercial Building, Life Safety, Structural and Accessibility;Fulltime-Regular;Senior Permitting Services Specialist;2004
4501;M; 70.422,00 ;Department of Health and Human Services;TB and Refugee Health;Fulltime-Regular;Radiologic Technologist;2000
4502;F; 97.593,32 ;Department of Health and Human Services;Jail Addiction Services;Fulltime-Regular;Supervisory Therapist;2006
4503;F; 49.831,00 ;Correction and Rehabilitation;DS MCDC Central Processing Unit;Fulltime-Regular;Correctional Officer III (Corporal);2014
4504;M; 53.495,77 ;Department of Liquor Control;Potomac;Fulltime-Regular;Liquor Store Assistant Manager;2006
4505;F; 50.211,00 ;Department of Police;MSB Training and Education Division;Fulltime-Regular;Police Officer Candidate;2016
4506;M; 77.343,00 ;Department of General Services;Facilities Maintenance;Fulltime-Regular;HVAC Mechanic II;2000
4507;F; 62.678,98 ;Department of Health and Human Services;Child Welfare Services;Fulltime-Regular;Social Worker II;2013
4508;M; 44.511,02 ;Department of Liquor Control;Stock Liquor and Wine Warehouse Operations;Fulltime-Regular;Supply Technician III;2000
4509;F; 85.445,00 ;Correction and Rehabilitation;DS MCDC Central Processing Unit;Fulltime-Regular;Correctional Supervisor (Sergeant);2001
4510;M; 93.396,00 ;Department of Transportation;Transportation Construction Section;Fulltime-Regular;Construction Representative III;2005
4511;M; 85.405,00 ;"b""Sheriff\\s Office""";Warrant Section;Fulltime-Regular;Deputy Sheriff III;2002
4512;M; 63.177,64 ;Department of Environmental Protection;Solid Waste Services Administration;Fulltime-Regular;Program Specialist II;2006
4513;F; 69.656,60 ;Department of Health and Human Services;School Health Services;Fulltime-Regular;Community Health Nurse II;2016
4514;F; 73.801,00 ;Department of Health and Human Services;Access to Behavioral Health Services;Fulltime-Regular;Community Services Aide III;2000
4515;M; 36.606,70 ;Department of Liquor Control;Wheaton;Parttime-Regular;Liquor Store Clerk I;2003
4516;F; 60.501,00 ;Department of Police;PSB 5th District Community Action Team;Fulltime-Regular;Police Officer III;2012
4517;F; 65.920,57 ;"b""County Attorney\\s Office""";Administration;Fulltime-Regular;Office Services Coordinator;1994
4518;M; 128.149,56 ;Non-Departmental Account;MCERP;Fulltime-Regular;Senior Investment Officer;2015
4519;F; 79.227,00 ;Department of Police;PSB 1st District Special Assignment Team;Fulltime-Regular;Master Police Officer;2005
4520;F; 130.212,41 ;Department of Housing and Community Affairs;Affordable Housing Programs;Fulltime-Regular;Manager III;1985
4521;F; 105.743,92 ;Department of Housing and Community Affairs;Housing Landlord and Tenant Mediation;Fulltime-Regular;Investigator III;1987
4522;F; 57.234,14 ;Department of Police;MSB Communications Division;Fulltime-Regular;Public Safety Communications Specialist III;2010
4523;F; 33.285,60 ;Community Engagement Cluster;Gilchrist Center;Parttime-Regular;Program Specialist II;2015
4524;M; 73.801,00 ;Department of General Services;Facilities Maintenance;Fulltime-Regular;HVAC Mechanic I;2007
4525;F; 42.792,00 ;Department of Health and Human Services;Income Supports;Fulltime-Regular;Income Assistance Program Specialist II;2016
4526;M; 107.657,00 ;Department of Permitting Services;Land Development Right-of-Way Plan Review;Fulltime-Regular;Senior Permitting Services Specialist;2002
4527;F; 17.982,61 ;Department of Public Libraries;Wheaton Library;Parttime-Regular;Library Desk Assistant;2014
4528;F; 89.079,00 ;Department of Health and Human Services;Emergency Housing Assistance;Fulltime-Regular;Income Assistance Program Specialist III;2000
4529;F; 91.751,37 ;Department of Health and Human Services;Income Supports;Fulltime-Regular;Income Assistance Program Specialist III;1992
4530;M; 59.302,00 ;Fire and Rescue Services;Station 25;Fulltime-Regular;Firefighter/Rescuer III;2010
4531;F; 100.849,36 ;Department of Health and Human Services;School Health Services;Fulltime-Regular;Community Health Nurse II;1985
4532;F; 114.217,02 ;"b""County Attorney\\s Office""";Health and Human Services;Fulltime-Regular;Assistant County Attorney III;2011
4533;M; 61.725,00 ;Department of Police;PSB 5th District Patrol;Fulltime-Regular;Police Officer III;2015
4534;F; 72.902,00 ;Department of Police;ISB Family Crimes Division Child Abuse Sexual Assault Section;Fulltime-Regular;Police Officer III;2006
4535;F; 95.030,35 ;Department of Health and Human Services;School Health Services;Fulltime-Regular;Community Health Nurse II;2002
